Country,Flow,Commodity,Value
Barbados,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",386874
Barbados,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",8966
Belgium,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",82079004.53
Belgium,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",162210034.5
Bermuda,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",107152.3
Bolivia (Plurinational State of),Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",9538048
Bolivia (Plurinational State of),Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",109498
Bosnia Herzegovina,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",32426812.93
Bosnia Herzegovina,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",4855048.51
Botswana,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3498452.913
Botswana,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3950064.213
Brazil,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",122768392
Brazil,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",30078317
Belize,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",235743.09
Belize,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1307.52
Brunei Darussalam,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1019652.253
Brunei Darussalam,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2371.649
Bulgaria,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",49505803.33
Bulgaria,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",10572131.28
Myanmar,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",161327348.1
Myanmar,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",12645201.61
Burundi,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",214535.976
Burundi,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",10.122
Albania,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",55972090.79
Albania,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",493415.152
Andorra,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",521019.997
Andorra,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",295600.986
Angola,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11416509.24
Angola,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",67563.501
Azerbaijan,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",9561044.92
Azerbaijan,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",23649.72
Argentina,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115981080.2
Argentina,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",4628029.69
Australia,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",260352475.7
Australia,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",37603051.53
Austria,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",184022902.8
Austria,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",239368725.2
Bahrain,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11631718.85
Bahrain,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",261434.76
Armenia,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",22824510.42
Armenia,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",411312.41
Barbados,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1151453
Barbados,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",12690.5
Belgium,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",157333595.8
Belgium,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",465092054.1
Bermuda,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",347621.98
Bermuda,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",177.19
Bolivia (Plurinational State of),Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",21335127
Bolivia (Plurinational State of),Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",173705.22
Bosnia Herzegovina,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",67735818.79
Bosnia Herzegovina,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",6582549.21
Botswana,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",3469813.365
Botswana,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",56224.449
Brazil,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",414389505
Brazil,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",85992406
Belize,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",406721.88
Brunei Darussalam,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1679651.365
Brunei Darussalam,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",28357.423
Bulgaria,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",79946647.55
Bulgaria,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",15606752.63
Myanmar,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",68795815.68
Myanmar,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1622304.5
Burundi,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",185922.13
Albania,Import,Fabrics; knitted or crocheted,69759893.96
Albania,Export,Fabrics; knitted or crocheted,905960.088
Andorra,Import,Fabrics; knitted or crocheted,78801.531
Andorra,Export,Fabrics; knitted or crocheted,459.568
Angola,Import,Fabrics; knitted or crocheted,5406841.159
Angola,Export,Fabrics; knitted or crocheted,10281.497
Azerbaijan,Import,Fabrics; knitted or crocheted,36751378.96
Azerbaijan,Export,Fabrics; knitted or crocheted,42440.41
Argentina,Import,Fabrics; knitted or crocheted,298837459.7
Argentina,Export,Fabrics; knitted or crocheted,2544471.41
Australia,Import,Fabrics; knitted or crocheted,87642411.65
Australia,Export,Fabrics; knitted or crocheted,5779011.156
Austria,Import,Fabrics; knitted or crocheted,118110312.4
Austria,Export,Fabrics; knitted or crocheted,157325737
Bahrain,Import,Fabrics; knitted or crocheted,2221536.483
Bahrain,Export,Fabrics; knitted or crocheted,670.878
Armenia,Import,Fabrics; knitted or crocheted,25379316.62
Armenia,Export,Fabrics; knitted or crocheted,795676.7
Barbados,Import,Fabrics; knitted or crocheted,340271.5
Barbados,Export,Fabrics; knitted or crocheted,2755.5
Belgium,Import,Fabrics; knitted or crocheted,100352850.2
Belgium,Export,Fabrics; knitted or crocheted,82719324.63
Bermuda,Import,Fabrics; knitted or crocheted,15884.08
Bolivia (Plurinational State of),Import,Fabrics; knitted or crocheted,39094045
Bolivia (Plurinational State of),Export,Fabrics; knitted or crocheted,10528.5
Bosnia Herzegovina,Import,Fabrics; knitted or crocheted,80027977.05
Bosnia Herzegovina,Export,Fabrics; knitted or crocheted,4882859.59
Botswana,Import,Fabrics; knitted or crocheted,1185042.143
Botswana,Export,Fabrics; knitted or crocheted,184640.941
Brazil,Import,Fabrics; knitted or crocheted,473547292
Brazil,Export,Fabrics; knitted or crocheted,93117208
Belize,Import,Fabrics; knitted or crocheted,147068.545
Brunei Darussalam,Import,Fabrics; knitted or crocheted,1045048.27
Brunei Darussalam,Export,Fabrics; knitted or crocheted,5503.082
Bulgaria,Import,Fabrics; knitted or crocheted,296292858.7
Bulgaria,Export,Fabrics; knitted or crocheted,78970062.79
Myanmar,Import,Fabrics; knitted or crocheted,251387961.2
Myanmar,Export,Fabrics; knitted or crocheted,146397.58
Burundi,Import,Fabrics; knitted or crocheted,56998.61
Burundi,Export,Fabrics; knitted or crocheted,368.67
Albania,Import,Apparel and clothing accessories; knitted or crocheted,185647391
Albania,Export,Apparel and clothing accessories; knitted or crocheted,271317910.8
Andorra,Import,Apparel and clothing accessories; knitted or crocheted,51268509.77
Andorra,Export,Apparel and clothing accessories; knitted or crocheted,2002243.194
Angola,Import,Apparel and clothing accessories; knitted or crocheted,59543587.54
Angola,Export,Apparel and clothing accessories; knitted or crocheted,77166.213
Azerbaijan,Import,Apparel and clothing accessories; knitted or crocheted,167546001.1
Azerbaijan,Export,Apparel and clothing accessories; knitted or crocheted,878454.96
Argentina,Import,Apparel and clothing accessories; knitted or crocheted,132140606.7
Argentina,Export,Apparel and clothing accessories; knitted or crocheted,18543935.15
Australia,Import,Apparel and clothing accessories; knitted or crocheted,4453360762
